51.7698	0.000e0
52.3035	0.000e0
52.3063	1.000e0
52.3091	0.000e0
55.5610	0.000e0
55.5639	1.000e0
55.5668	0.000e0
56.3580	0.000e0
56.3610	1.000e0
56.3639	0.000e0
58.0061	0.000e0
58.0091	1.000e0
58.0120	0.000e0
58.3489	0.000e0
58.3519	1.000e0
58.3549	0.000e0
58.4116	0.000e0
58.4146	1.000e0
58.4176	0.000e0
59.1549	0.000e0
59.1580	1.000e0
59.1610	0.000e0
59.1940	0.000e0
59.1971	1.000e0
59.2001	0.000e0
59.8458	0.000e0
59.8488	1.000e0
59.8518	0.000e0
59.9124	0.000e0
59.9154	1.000e0
59.9184	0.000e0
60.3553	0.000e0
60.3584	1.000e0
60.3614	0.000e0
60.5348	0.000e0
60.5379	1.000e0
60.5409	0.000e0
60.8580	0.000e0
60.8611	1.000e0
60.8641	0.000e0
64.3730	0.000e0
64.3762	1.000e0
64.3793	0.000e0
64.8427	0.000e0
64.8458	2.000e0
64.8490	0.000e0
65.3237	0.000e0
65.3269	1.000e0
65.3300	0.000e0
65.5427	0.000e0
65.5458	1.000e0
65.5490	0.000e0
65.9722	0.000e0
65.9754	1.000e0
65.9786	0.000e0
66.2882	0.000e0
66.2914	1.000e0
66.2946	0.000e0
66.3234	0.000e0
66.3265	1.000e0
66.3297	0.000e0
66.9193	0.000e0
66.9225	1.000e0
66.9258	0.000e0
68.9558	0.000e0
68.9590	1.000e0
68.9623	1.000e0
68.9656	0.000e0
68.9688	0.000e0
68.9721	2.000e0
68.9754	1.000e0
68.9786	0.000e0
69.0406	0.000e0
69.0439	1.000e0
69.0472	0.000e0
69.6462	0.000e0
69.6495	1.000e0
69.6528	0.000e0
70.3634	0.000e0
70.3667	1.000e0
70.3700	0.000e0
70.9022	0.000e0
70.9055	1.000e0
70.9088	0.000e0
70.9353	0.000e0
70.9386	1.000e0
70.9419	0.000e0
71.3368	0.000e0
71.3401	1.000e0
71.3434	0.000e0
71.5629	0.000e0
71.5663	1.000e0
71.5696	0.000e0
71.5729	0.000e0
71.5762	1.000e0
71.5796	0.000e0
71.5862	0.000e0
71.5896	1.000e0
71.5929	0.000e0
71.7561	0.000e0
71.7595	1.000e0
71.7628	0.000e0
71.8795	0.000e0
71.8829	1.000e0
71.8862	0.000e0
72.2036	0.000e0
72.2069	1.000e0
72.2102	0.000e0
72.9043	0.000e0
72.9077	1.000e0
72.9111	0.000e0
72.9144	2.000e0
72.9178	0.000e0
72.9211	1.000e0
72.9245	0.000e0
73.9538	0.000e0
73.9572	1.000e0
73.9606	0.000e0
74.0962	0.000e0
74.0995	1.000e0
74.1029	0.000e0
74.4051	0.000e0
74.4085	1.000e0
74.4119	0.000e0
74.4833	0.000e0
74.4867	1.000e0
74.4901	0.000e0
74.6397	0.000e0
74.6432	1.000e0
74.6466	0.000e0
74.8476	0.000e0
74.8510	1.000e0
74.8544	0.000e0
75.4112	0.000e0
75.4146	1.000e0
75.4180	0.000e0
75.4762	0.000e0
75.4797	1.000e0
75.4831	0.000e0
76.2454	0.000e0
76.2488	1.000e0
76.2522	0.000e0
76.2970	0.000e0
76.3004	1.000e0
76.3039	0.000e0
77.1675	0.000e0
77.1710	1.000e0
77.1745	0.000e0
77.7265	0.000e0
77.7299	1.000e0
77.7334	0.000e0
77.7543	0.000e0
77.7578	1.000e0
77.7613	0.000e0
77.7682	0.000e0
77.7717	1.000e0
77.7752	1.000e0
77.7787	0.000e0
77.9109	0.000e0
77.9144	1.000e0
77.9179	0.000e0
78.3050	0.000e0
78.3085	1.000e0
78.3120	0.000e0
78.6861	0.000e0
78.6896	1.000e0
78.6931	0.000e0
78.9069	0.000e0
78.9104	1.000e0
78.9139	0.000e0
78.9700	0.000e0
78.9735	1.000e0
78.9770	0.000e0
78.9805	1.000e0
78.9840	0.000e0
78.9946	0.000e0
78.9981	1.000e0
79.0016	0.000e0
79.0051	0.000e0
79.0086	1.000e0
79.0121	0.000e0
79.2017	0.000e0
79.2052	1.000e0
79.2087	0.000e0
79.2263	0.000e0
79.2298	1.000e0
79.2333	0.000e0
79.3177	0.000e0
79.3212	1.000e0
79.3247	0.000e0
79.4091	0.000e0
79.4126	1.000e0
79.4161	0.000e0
79.4549	0.000e0
79.4584	1.000e0
79.4619	0.000e0
79.4865	0.000e0
79.4901	1.000e0
79.4936	0.000e0
79.5041	0.000e0
79.5077	1.000e0
79.5112	0.000e0
79.6098	0.000e0
79.6133	1.000e0
79.6168	0.000e0
79.6838	0.000e0
79.6873	1.000e0
79.6908	1.000e0
79.6944	0.000e0
79.7790	0.000e0
79.7825	1.000e0
79.7860	0.000e0
79.8248	0.000e0
79.8284	1.000e0
79.8319	0.000e0
79.9378	0.000e0
79.9413	1.000e0
79.9448	0.000e0
79.9554	0.000e0
79.9590	1.000e0
79.9625	0.000e0
80.0791	0.000e0
80.0826	1.000e0
80.0861	1.000e0
80.0897	0.000e0
80.1144	0.000e0
